sleep time resolution: 11.04 ms.
### TRAIN ###
1332208201.833812 1332208202.535800 7933 1
1332208201.834259 1332208202.536327 7934 1
1332208201.834705 1332208202.536465 7935 1
1332208201.835151 1332208202.537089 7936 1
1332208201.835597 1332208202.538317 7937 1
1332208201.836044 1332208202.538397 7938 1
1332208201.836491 1332208202.538696 7939 1
1332208201.836937 1332208202.539139 7940 1
1332208201.837384 1332208202.539236 7941 1
1332208201.837830 1332208202.539750 7942 1
1332208201.838276 1332208202.540286 7943 1
1332208201.838722 1332208202.540727 7944 1
1332208201.839169 1332208202.541420 7945 1
1332208201.839616 1332208202.542905 7946 1
1332208201.840062 1332208202.542920 7947 1
1332208201.840508 1332208202.543531 7948 1
1332208201.840954 1332208202.543556 7949 1
1332208201.841401 1332208202.543817 7950 1
1332208201.841848 1332208202.543966 7951 1
1332208201.842294 1332208202.544389 7952 1
1332208201.842740 1332208202.544507 7953 1
1332208201.843186 1332208202.545075 7954 1
1332208201.843632 1332208202.545613 7955 1
1332208201.844078 1332208202.551406 7956 1
1332208201.844525 1332208202.551842 7957 1
1332208201.844972 1332208202.551973 7958 1
1332208201.845418 1332208202.552270 7959 1
1332208201.845864 1332208202.552393 7960 1
1332208201.846310 1332208202.552475 7961 1
1332208201.846756 1332208202.552615 7962 1
1332208201.847202 1332208202.552818 7963 1
1332208201.847649 1332208202.552959 7964 1
1332208201.848096 1332208202.553434 7965 1
1332208201.848542 1332208202.553625 7966 1
1332208201.848988 1332208202.553897 7967 1
1332208201.849435 1332208202.553983 7968 1
1332208201.849881 1332208202.554188 7969 1
1332208201.850327 1332208202.554370 7970 1
1332208201.850773 1332208202.554580 7971 1
1332208201.851219 1332208202.554828 7972 1
1332208201.851665 1332208202.555269 7973 1
1332208201.852111 1332208202.555445 7974 1
1332208201.852557 1332208202.555628 7975 1
1332208201.853003 1332208202.555810 7976 1
1332208201.853449 1332208202.556359 7977 1
1332208201.853895 1332208202.556627 7978 1
1332208201.854341 1332208202.557176 7979 1
1332208201.854787 1332208202.557352 7980 1
1332208201.855234 1332208202.557767 7981 1
1332208201.855681 1332208202.557943 7982 1
1332208201.856128 1332208202.558398 7983 1
1332208201.856575 1332208202.558948 7984 1
1332208201.857023 1332208202.559479 7985 1
1332208201.857470 1332208202.560043 7986 1
1332208201.857916 1332208202.560204 7987 1
1332208201.858363 1332208202.560773 7988 1
1332208201.858810 1332208202.561310 7989 1
1332208201.859257 1332208202.561833 7990 1
1332208201.859704 1332208202.561905 7991 1
1332208201.860150 1332208202.562522 7992 1
1332208201.860597 1332208202.563105 7993 1
1332208201.861043 1332208202.563232 7994 1
1332208201.861489 1332208202.564271 7995 1
1332208201.861935 1332208202.564462 7996 1
1332208201.862382 1332208202.565136 7997 1
1332208201.862828 1332208202.565162 7998 1
1332208201.863275 1332208202.566423 7999 1
1332208201.863721 1332208202.566449 8000 1
1332208201.864168 1332208202.566910 8001 1
1332208201.864614 1332208202.567111 8002 1
1332208201.865061 1332208202.567627 8003 1
1332208201.865507 1332208202.567746 8004 1
1332208201.865953 1332208202.568193 8005 1
1332208201.866400 1332208202.568660 8006 1
1332208201.866846 1332208202.568832 8007 1
1332208201.867292 1332208202.569373 8008 1
1332208201.867738 1332208202.569973 8009 1
1332208201.868184 1332208202.570112 8010 1
1332208201.868630 1332208202.570611 8011 1
1332208201.869076 1332208202.571045 8012 1
1332208201.869522 1332208202.571523 8013 1
1332208201.869969 1332208202.572598 8014 1
1332208201.870415 1332208202.573264 8015 1
1332208201.870861 1332208202.573381 8016 1
1332208201.871307 1332208202.573957 8017 1
1332208201.871754 1332208202.574068 8018 1
1332208201.872201 1332208202.574256 8019 1
1332208201.872648 1332208202.574856 8020 1
1332208201.873095 1332208202.575363 8021 1
1332208201.873541 1332208202.575530 8022 1
1332208201.873987 1332208202.575975 8023 1
1332208201.874434 1332208202.576522 8024 1
1332208201.874881 1332208202.577143 8025 1
1332208201.875328 1332208202.577268 8026 1
1332208201.875774 1332208202.577783 8027 1
1332208201.876221 1332208202.577923 8028 1
1332208201.876667 1332208202.578479 8029 1
1332208201.877113 1332208202.579164 8030 1
1332208201.877559 1332208202.579287 8031 1
1332208201.878005 1332208202.579885 8032 1
1332208201.878451 1332208202.580404 8033 1
1332208201.878898 1332208202.580937 8034 1
1332208201.879344 1332208202.581494 8035 1
1332208201.879790 1332208202.582029 8036 1
1332208201.880237 1332208202.582043 8037 1
1332208201.880683 1332208202.582661 8038 1
1332208201.881129 1332208202.583104 8039 1
1332208201.881576 1332208202.583625 8040 1
1332208201.882022 1332208202.583664 8041 1
1332208201.882468 1332208202.585089 8042 1
1332208201.882915 1332208202.585525 8043 1
1332208201.883362 1332208202.585637 8044 1
1332208201.883808 1332208202.585918 8045 1
1332208201.884255 1332208202.586235 8046 1
1332208201.884701 1332208202.586411 8047 1
1332208201.885147 1332208202.586891 8048 1
1332208201.885593 1332208202.587305 8049 1
1332208201.886039 1332208202.587840 8050 1
1332208201.886485 1332208202.588124 8051 1
1332208201.886931 1332208202.588559 8052 1
1332208201.887377 1332208202.589059 8053 1
1332208201.887823 1332208202.589601 8054 1
1332208201.888269 1332208202.590160 8055 1
1332208201.888716 1332208202.590384 8056 1
1332208201.889162 1332208202.590895 8057 1
1332208201.889612 1332208202.591476 8058 1
1332208201.890059 1332208202.591812 8059 1
1332208201.890505 1332208202.592268 8060 1
1332208201.890952 1332208202.592700 8061 1
1332208201.891399 1332208202.593087 8062 1
1332208201.891846 1332208202.593602 8063 1
1332208201.892292 1332208202.594117 8064 1
1332208201.892739 1332208202.594263 8065 1
1332208201.893185 1332208202.594855 8066 1
1332208201.893631 1332208202.595015 8067 1
1332208201.894078 1332208202.595813 8068 1
1332208201.894524 1332208202.596408 8069 1
1332208201.894970 1332208202.596425 8070 1
1332208201.895416 1332208202.596969 8071 1
1332208201.895862 1332208202.597478 8072 1
1332208201.896308 1332208202.598573 8073 1
1332208201.896755 1332208202.598693 8074 1
1332208201.897201 1332208202.599225 8075 1
1332208201.897648 1332208202.599512 8076 1
1332208201.898095 1332208202.599528 8077 1
1332208201.898541 1332208202.600319 8078 1
1332208201.898987 1332208202.600335 8079 1
1332208201.899433 1332208202.601031 8080 1
1332208201.899879 1332208202.605371 8081 1
1332208201.900326 1332208202.605856 8082 1
1332208201.900773 1332208202.605970 8083 1
1332208201.901219 1332208202.606107 8084 1
1332208201.901665 1332208202.606210 8085 1
1332208201.902112 1332208202.606441 8086 1
1332208201.902559 1332208202.606577 8087 1
1332208201.903006 1332208202.606783 8088 1
1332208201.903452 1332208202.606987 8089 1
1332208201.903898 1332208202.607665 8090 1
1332208201.904344 1332208202.607933 8091 1
1332208201.904790 1332208202.607990 8092 1
1332208201.905237 1332208202.608158 8093 1
1332208201.905684 1332208202.608335 8094 1
1332208201.906130 1332208202.608845 8095 1
1332208201.906576 1332208202.609033 8096 1
1332208201.907024 1332208202.609165 8097 1
1332208201.907471 1332208202.617092 8098 1
1332208201.907918 1332208202.617192 8099 1
1332208201.908365 1332208202.617453 8100 1
1332208201.908812 1332208202.617673 8101 1
1332208201.909259 1332208202.617697 8102 1
1332208201.909705 1332208202.617884 8103 1
1332208201.910151 1332208202.618063 8104 1
1332208201.910598 1332208202.618249 8105 1
1332208201.911119 1332208202.618720 8106 1
1332208201.911565 1332208202.619099 8107 1
1332208201.912011 1332208202.619111 8108 1
1332208201.912457 1332208202.619377 8109 1
1332208201.912904 1332208202.619449 8110 1
1332208201.913351 1332208202.619693 8111 1
1332208201.913798 1332208202.619782 8112 1
1332208201.914244 1332208202.619967 8113 1
1332208201.914691 1332208202.620514 8114 1
1332208201.915137 1332208202.620749 8115 1
1332208201.915583 1332208202.620924 8116 1
1332208201.916029 1332208202.621108 8117 1
1332208201.916475 1332208202.621347 8118 1
1332208201.916922 1332208202.621436 8119 1
1332208201.917368 1332208202.621680 8120 1
1332208201.917815 1332208202.622114 8121 1
1332208201.918261 1332208202.622380 8122 1
1332208201.918708 1332208202.622565 8123 1
1332208201.919154 1332208202.623069 8124 1
1332208201.919600 1332208202.623263 8125 1
1332208201.920047 1332208202.623757 8126 1
1332208201.920493 1332208202.623843 8127 1
1332208201.920939 1332208202.624946 8128 1
1332208201.921386 1332208202.628359 8129 1
1332208201.921833 1332208202.628708 8130 1
1332208201.922280 1332208202.628850 8131 1
1332208201.922727 1332208202.629005 8132 1
1332208201.923173 1332208202.629343 8133 1
1332208201.923620 1332208202.629383 8134 1
1332208201.924066 1332208202.629631 8135 1
1332208201.924512 1332208202.629792 8136 1
1332208201.924958 1332208202.630296 8137 1
1332208201.925405 1332208202.630459 8138 1
1332208201.925851 1332208202.631014 8139 1
1332208201.926297 1332208202.631465 8140 1
1332208201.926743 1332208202.631960 8141 1
1332208201.927190 1332208202.632474 8142 1
1332208201.927636 1332208202.632943 8143 1
1332208201.928082 1332208202.633634 8144 1
1332208201.928528 1332208202.634215 8145 1
1332208201.928974 1332208202.635160 8146 1
1332208201.929420 1332208202.635585 8147 1
1332208201.929866 1332208202.636335 8148 1
1332208201.930312 1332208202.636833 8149 1
1332208201.930758 1332208202.637682 8150 1
1332208201.931205 1332208202.638298 8151 1
1332208201.931652 1332208202.639020 8152 1
1332208201.932098 1332208202.639506 8153 1
1332208201.932544 1332208202.640085 8154 1
1332208201.932990 1332208202.640546 8155 1
1332208201.933436 1332208202.641392 8156 1
1332208201.933883 1332208202.641886 8157 1
1332208201.934329 1332208202.642400 8158 1
1332208201.934775 1332208202.642410 8159 1
1332208201.935222 1332208202.643056 8160 1
1332208201.935669 1332208202.643546 8161 1
1332208201.936115 1332208202.644067 8162 1
1332208201.936561 1332208202.644572 8163 1
1332208201.937008 1332208202.645212 8164 1
1332208201.937454 1332208202.645224 8165 1
1332208201.937900 1332208202.645988 8166 1
1332208201.938346 1332208202.646538 8167 1
1332208201.938792 1332208202.647043 8168 1
1332208201.939238 1332208202.647476 8169 1
1332208201.939685 1332208202.648104 8170 1
1332208201.940132 1332208202.648615 8171 1
1332208201.940578 1332208202.649008 8172 1
1332208201.941024 1332208202.649652 8173 1
1332208201.941470 1332208202.650024 8174 1
1332208201.941916 1332208202.650071 8175 1
1332208201.942362 1332208202.650734 8176 1
1332208201.942808 1332208202.651094 8177 1
1332208201.943254 1332208202.651131 8178 1
1332208201.943700 1332208202.654569 8179 1
1332208201.944147 1332208202.655053 8180 1
1332208201.944594 1332208202.655953 8181 1
1332208201.945040 1332208202.656017 8182 1
1332208201.945486 1332208202.656633 8183 1
1332208201.945932 1332208202.656799 8184 1
1332208201.946379 1332208202.657292 8185 1
1332208201.946826 1332208202.657765 8186 1
1332208201.947272 1332208202.658212 8187 1
1332208201.947718 1332208202.658728 8188 1
1332208201.948164 1332208202.659243 8189 1
1332208201.948613 1332208202.659462 8190 1
1332208201.949059 1332208202.659867 8191 1
1332208201.949506 1332208202.660312 8192 1
1332208201.949952 1332208202.660814 8193 1
1332208201.950398 1332208202.660988 8194 1
1332208201.950844 1332208202.661561 8195 1
1332208201.951291 1332208202.661768 8196 1
1332208201.951737 1332208202.662347 8197 1
1332208201.952183 1332208202.662737 8198 1
1332208201.952629 1332208202.663216 8199 1
1332208201.953076 1332208202.663652 8200 1
1332208201.953523 1332208202.664189 8201 1
1332208201.953969 1332208202.664728 8202 1
1332208201.954416 1332208202.664883 8203 1
1332208201.954862 1332208202.665424 8204 1
1332208201.955308 1332208202.665992 8205 1
1332208201.955754 1332208202.680601 8206 1
1332208201.956201 1332208202.680636 8207 1
1332208201.956647 1332208202.681406 8208 1
1332208201.957094 1332208202.681855 8209 1
1332208201.957540 1332208202.681922 8210 1
1332208201.957986 1332208202.682116 8211 1
1332208201.958432 1332208202.682341 8212 1
1332208201.958878 1332208202.682465 8213 1
1332208201.959324 1332208202.683217 8214 1
1332208201.959770 1332208202.683394 8215 1
1332208201.960216 1332208202.683576 8216 1
1332208201.960662 1332208202.683737 8217 1
1332208201.961109 1332208202.683908 8218 1
1332208201.961555 1332208202.684097 8219 1
1332208201.962001 1332208202.684346 8220 1
1332208201.962448 1332208202.684542 8221 1
1332208201.962894 1332208202.685102 8222 1
1332208201.963341 1332208202.685129 8223 1
1332208201.963787 1332208202.685495 8224 1
1332208201.964234 1332208202.685520 8225 1
1332208201.964681 1332208202.685726 8226 1
1332208201.965127 1332208202.685907 8227 1
1332208201.965574 1332208202.686090 8228 1
1332208201.966020 1332208202.686265 8229 1
1332208201.966466 1332208202.686754 8230 1
1332208201.966912 1332208202.686933 8231 1
1332208201.967358 1332208202.687123 8232 1
1332208201.967805 1332208202.687303 8233 1
1332208201.968251 1332208202.687485 8234 1
1332208201.968697 1332208202.687672 8235 1
1332208201.969143 1332208202.687852 8236 1
1332208201.969589 1332208202.688036 8237 1
1332208201.970035 1332208202.688601 8238 1
1332208201.970482 1332208202.688876 8239 1
1332208201.970928 1332208202.688960 8240 1
1332208201.971374 1332208202.689270 8241 1
1332208201.971821 1332208202.689330 8242 1
1332208201.972268 1332208202.689515 8243 1
1332208201.972715 1332208202.689681 8244 1
1332208201.973161 1332208202.689876 8245 1
1332208201.973608 1332208202.690336 8246 1
1332208201.974055 1332208202.690526 8247 1
1332208201.974501 1332208202.690700 8248 1
1332208201.974947 1332208202.690884 8249 1
1332208201.975394 1332208202.691064 8250 1
1332208201.975840 1332208202.691248 8251 1
1332208201.976286 1332208202.691449 8252 1
1332208201.976732 1332208202.691587 8253 1
1332208201.977179 1332208202.692048 8254 1
1332208201.977626 1332208202.692230 8255 1
1332208201.978073 1332208202.692459 8256 1
1332208201.978519 1332208202.692686 8257 1
1332208201.978966 1332208202.692854 8258 1
1332208201.979412 1332208202.693056 8259 1
1332208201.979858 1332208202.693188 8260 1
1332208201.980304 1332208202.693381 8261 1
1332208201.980750 1332208202.693836 8262 1
1332208201.981197 1332208202.694018 8263 1
1332208201.981643 1332208202.694202 8264 1
1332208201.982089 1332208202.694385 8265 1
1332208201.982536 1332208202.694566 8266 1
1332208201.982982 1332208202.694746 8267 1
1332208201.983429 1332208202.695298 8268 1
1332208201.983875 1332208202.695452 8269 1
1332208201.984322 1332208202.695616 8270 1
1332208201.984768 1332208202.696079 8271 1
1332208201.985214 1332208202.696257 8272 1
1332208201.985660 1332208202.697067 8273 1
1332208201.986106 1332208202.697522 8274 1
1332208201.986553 1332208202.697542 8275 1
1332208201.986999 1332208202.698216 8276 1
1332208201.987445 1332208202.698730 8277 1
1332208201.987891 1332208202.698825 8278 1
1332208201.988337 1332208202.699335 8279 1
1332208201.988783 1332208202.699883 8280 1
1332208201.989229 1332208202.700323 8281 1
1332208201.989675 1332208202.700873 8282 1
1332208201.990121 1332208202.701280 8283 1
1332208201.990568 1332208202.701461 8284 1
1332208201.991014 1332208202.702043 8285 1
1332208201.991460 1332208202.702931 8286 1
1332208201.991906 1332208202.703380 8287 1
1332208201.992352 1332208202.703500 8288 1
1332208201.992799 1332208202.704024 8289 1
1332208201.993246 1332208202.704230 8290 1
1332208201.993692 1332208202.704691 8291 1
1332208201.994139 1332208202.705250 8292 1
1332208201.994586 1332208202.705467 8293 1
1332208201.995033 1332208202.705974 8294 1
1332208201.995479 1332208202.706555 8295 1
1332208201.995925 1332208202.706996 8296 1
1332208201.996371 1332208202.707434 8297 1
1332208201.996817 1332208202.707911 8298 1
1332208201.997263 1332208202.708119 8299 1
1332208201.997709 1332208202.708718 8300 1
1332208201.998156 1332208202.709255 8301 1
1332208201.998602 1332208202.709738 8302 1
1332208201.999048 1332208202.709877 8303 1
1332208201.999495 1332208202.710232 8304 1
1332208201.999941 1332208202.710793 8305 1
1332208202.000388 1332208202.711554 8306 1
1332208202.000834 1332208202.711711 8307 1
1332208202.001281 1332208202.720344 8308 1
1332208202.001728 1332208202.720381 8309 1
1332208202.002175 1332208202.720702 8310 1
1332208202.002621 1332208202.720717 8311 1
1332208202.003068 1332208202.720855 8312 1
1332208202.003514 1332208202.721031 8313 1
1332208202.003960 1332208202.721186 8314 1
1332208202.004406 1332208202.721375 8315 1
1332208202.004852 1332208202.721956 8316 1
1332208202.005298 1332208202.722169 8317 1
1332208202.005744 1332208202.722356 8318 1
1332208202.006190 1332208202.722509 8319 1
1332208202.006636 1332208202.722734 8320 1
1332208202.007082 1332208202.722824 8321 1
1332208202.007529 1332208202.723086 8322 1
1332208202.007975 1332208202.723249 8323 1
1332208202.008422 1332208202.723797 8324 1
1332208202.008868 1332208202.724026 8325 1
1332208202.009315 1332208202.724203 8326 1
1332208202.009761 1332208202.724296 8327 1
1332208202.010208 1332208202.724536 8328 1
1332208202.010654 1332208202.724700 8329 1
1332208202.011100 1332208202.724896 8330 1
1332208202.011547 1332208202.725079 8331 1
1332208202.011994 1332208202.725642 8332 1
1332208202.012440 1332208202.725825 8333 1
1332208202.012887 1332208202.726112 8334 1
1332208202.013333 1332208202.726168 8335 1
1332208202.013779 1332208202.726315 8336 1
1332208202.014225 1332208202.726483 8337 1
1332208202.014672 1332208202.726664 8338 1
1332208202.015118 1332208202.726950 8339 1
1332208202.015564 1332208202.727369 8340 1
1332208202.016011 1332208202.727535 8341 1
1332208202.016457 1332208202.727735 8342 1
1332208202.016903 1332208202.727910 8343 1
1332208202.017349 1332208202.733532 8344 1
1332208202.017796 1332208202.733850 8345 1
1332208202.018242 1332208202.733860 8346 1
1332208202.018688 1332208202.734167 8347 1
1332208202.019134 1332208202.734710 8348 1
1332208202.019580 1332208202.734940 8349 1
1332208202.020027 1332208202.735075 8350 1
1332208202.020473 1332208202.735151 8351 1
1332208202.020920 1332208202.735394 8352 1
1332208202.021367 1332208202.735566 8353 1
1332208202.021813 1332208202.735735 8354 1
1332208202.022260 1332208202.735942 8355 1
1332208202.022706 1332208202.736377 8356 1
1332208202.023152 1332208202.736547 8357 1
1332208202.023598 1332208202.736743 8358 1
1332208202.024045 1332208202.736913 8359 1
1332208202.024492 1332208202.737120 8360 1
1332208202.024938 1332208202.737260 8361 1
1332208202.025384 1332208202.737476 8362 1
1332208202.025831 1332208202.737623 8363 1
1332208202.026277 1332208202.738117 8364 1
1332208202.026724 1332208202.738292 8365 1
1332208202.027171 1332208202.738582 8366 1
1332208202.027618 1332208202.738733 8367 1
1332208202.028064 1332208202.738905 8368 1
1332208202.028510 1332208202.739458 8369 1
1332208202.028956 1332208202.739689 8370 1
1332208202.029403 1332208202.739817 8371 1
1332208202.029849 1332208202.740319 8372 1
1332208202.030295 1332208202.740474 8373 1
1332208202.030742 1332208202.740997 8374 1
1332208202.031189 1332208202.743234 8375 1
1332208202.031636 1332208202.743346 8376 1
1332208202.032082 1332208202.744020 8377 1
1332208202.032529 1332208202.744143 8378 1
1332208202.032975 1332208202.744291 8379 1
1332208202.033421 1332208202.744449 8380 1
1332208202.033868 1332208202.744627 8381 1
1332208202.034315 1332208202.745207 8382 1
1332208202.034761 1332208202.745458 8383 1
1332208202.035208 1332208202.745635 8384 1
1332208202.035654 1332208202.745946 8385 1
1332208202.036100 1332208202.746107 8386 1
1332208202.036546 1332208202.746578 8387 1
1332208202.036992 1332208202.746853 8388 1
1332208202.037438 1332208202.747302 8389 1
1332208202.037884 1332208202.747845 8390 1
1332208202.038330 1332208202.748389 8391 1
1332208202.038776 1332208202.748555 8392 1
1332208202.039222 1332208202.749329 8393 1
1332208202.039669 1332208202.749676 8394 1
1332208202.040115 1332208202.749885 8395 1
1332208202.040561 1332208202.750473 8396 1
1332208202.041007 1332208202.751173 8397 1
1332208202.041453 1332208202.752351 8398 1
1332208202.041899 1332208202.752483 8399 1
1332208202.042345 1332208202.752660 8400 1
1332208202.042792 1332208202.754124 8401 1
1332208202.043238 1332208202.754135 8402 1
1332208202.043684 1332208202.754488 8403 1
1332208202.044131 1332208202.755068 8404 1
1332208202.044577 1332208202.755176 8405 1
1332208202.045024 1332208202.755422 8406 1
1332208202.045470 1332208202.755919 8407 1
1332208202.045917 1332208202.756090 8408 1
1332208202.046363 1332208202.756261 8409 1
1332208202.046810 1332208202.757435 8410 1
1332208202.047257 1332208202.758174 8411 1
1332208202.047704 1332208202.758185 8412 1
1332208202.048150 1332208202.758551 8413 1
1332208202.048596 1332208202.758964 8414 1
1332208202.049042 1332208202.759134 8415 1
1332208202.049488 1332208202.759166 8416 1
1332208202.049934 1332208202.759783 8417 1
1332208202.050381 1332208202.759993 8418 1
1332208202.050828 1332208202.760455 8419 1
1332208202.051274 1332208202.760895 8420 1
1332208202.051721 1332208202.761323 8421 1
1332208202.052168 1332208202.761950 8422 1
1332208202.052614 1332208202.762545 8423 1
1332208202.053060 1332208202.763073 8424 1
1332208202.053507 1332208202.763302 8425 1
1332208202.053953 1332208202.763819 8426 1
1332208202.054400 1332208202.763894 8427 1
1332208202.054847 1332208202.764417 8428 1
1332208202.055293 1332208202.764868 8429 1
1332208202.055739 1332208202.765450 8430 1
1332208202.056185 1332208202.765590 8431 1
1332208202.056631 1332208202.766075 8432 1
1332208202.057078 1332208202.766625 8433 1
1332208202.057525 1332208202.767085 8434 1
1332208202.057971 1332208202.767526 8435 1
1332208202.058417 1332208202.768069 8436 1
1332208202.058863 1332208202.768621 8437 1
1332208202.059309 1332208202.768708 8438 1
1332208202.059756 1332208202.769327 8439 1
1332208202.060202 1332208202.769458 8440 1
1332208202.060649 1332208202.770090 8441 1
1332208202.061096 1332208202.770617 8442 1
1332208202.061542 1332208202.771178 8443 1
1332208202.061988 1332208202.771285 8444 1
1332208202.062435 1332208202.771849 8445 1
1332208202.062881 1332208202.772355 8446 1
1332208202.063328 1332208202.772807 8447 1
1332208202.063775 1332208202.773235 8448 1
1332208202.064222 1332208202.773884 8449 1
1332208202.064669 1332208202.773905 8450 1
1332208202.065115 1332208202.774544 8451 1
1332208202.065561 1332208202.774864 8452 1
1332208202.066007 1332208202.775449 8453 1
1332208202.066454 1332208202.776001 8454 1
1332208202.066900 1332208202.776105 8455 1
1332208202.067346 1332208202.776713 8456 1
1332208202.067793 1332208202.777164 8457 1
1332208202.068239 1332208202.777644 8458 1
1332208202.068685 1332208202.777750 8459 1
1332208202.069132 1332208202.778246 8460 1
1332208202.069579 1332208202.778901 8461 1
1332208202.070025 1332208202.779322 8462 1
1332208202.070471 1332208202.779829 8463 1
1332208202.070917 1332208202.780011 8464 1
1332208202.071364 1332208202.781675 8465 1
1332208202.071810 1332208202.782216 8466 1
1332208202.072256 1332208202.782226 8467 1
1332208202.072703 1332208202.782587 8468 1
1332208202.073150 1332208202.783029 8469 1
1332208202.073597 1332208202.783054 8470 1
1332208202.074044 1332208202.783700 8471 1
1332208202.074490 1332208202.783721 8472 1
1332208202.074936 1332208202.784502 8473 1
1332208202.075382 1332208202.784513 8474 1
1332208202.075828 1332208202.785245 8475 1
1332208202.076274 1332208202.785292 8476 1
1332208202.076720 1332208202.786082 8477 1
1332208202.077167 1332208202.786551 8478 1
1332208202.077614 1332208202.786730 8479 1
1332208202.078061 1332208202.787319 8480 1
1332208202.078508 1332208202.788503 8481 1
1332208202.078954 1332208202.788631 8482 1
1332208202.079400 1332208202.788810 8483 1
1332208202.079847 1332208202.789913 8484 1
1332208202.080294 1332208202.789931 8485 1
1332208202.080740 1332208202.790272 8486 1
1332208202.081186 1332208202.790294 8487 1
1332208202.081632 1332208202.791707 8488 1
1332208202.082078 1332208202.791886 8489 1
1332208202.082525 1332208202.791897 8490 1
1332208202.082971 1332208202.792306 8491 1
1332208202.083418 1332208202.792478 8492 1
1332208202.083864 1332208202.793232 8493 1
1332208202.084310 1332208202.793377 8494 1
1332208202.084756 1332208202.793864 8495 1
1332208202.085202 1332208202.793917 8496 1
1332208202.085648 1332208202.794541 8497 1
1332208202.086094 1332208202.795038 8498 1
1332208202.086540 1332208202.795563 8499 1
1332208202.086987 1332208202.795726 8500 1
1332208202.087433 1332208202.796253 8501 1
1332208202.087879 1332208202.797017 8502 1
1332208202.088326 1332208202.797436 8503 1
1332208202.088772 1332208202.797634 8504 1
1332208202.089219 1332208202.798822 8505 1
1332208202.089666 1332208202.799068 8506 1
1332208202.090113 1332208202.799636 8507 1
1332208202.090560 1332208202.799672 8508 1
1332208202.091007 1332208202.799899 8509 1
1332208202.091453 1332208202.800446 8510 1
1332208202.091900 1332208202.800935 8511 1
1332208202.092346 1332208202.801366 8512 1
1332208202.092792 1332208202.801563 8513 1
1332208202.093239 1332208202.802117 8514 1
1332208202.093685 1332208202.802662 8515 1
1332208202.094132 1332208202.802729 8516 1
1332208202.094578 1332208202.803831 8517 1
1332208202.095024 1332208202.803986 8518 1
1332208202.095470 1332208202.804659 8519 1
1332208202.095916 1332208202.804728 8520 1
1332208202.096362 1332208202.805286 8521 1
1332208202.096809 1332208202.805300 8522 1
1332208202.097255 1332208202.805846 8523 1
1332208202.097701 1332208202.806278 8524 1
1332208202.098147 1332208202.807241 8525 1
1332208202.098593 1332208202.807544 8526 1
1332208202.099040 1332208202.807837 8527 1
1332208202.099486 1332208202.807965 8528 1
1332208202.099933 1332208202.808803 8529 1
1332208202.100380 1332208202.809904 8530 1
1332208202.100827 1332208202.810215 8531 1
1332208202.101273 1332208202.810304 8532 1
1332208202.101720 1332208202.810624 8533 1
1332208202.102166 1332208202.811123 8534 1
1332208202.102615 1332208202.811211 8535 1
1332208202.103062 1332208202.811790 8536 1
1332208202.103509 1332208202.811985 8537 1
1332208202.103955 1332208202.812436 8538 1
1332208202.104401 1332208202.812994 8539 1
1332208202.104847 1332208202.813529 8540 1
1332208202.105293 1332208202.813698 8541 1
1332208202.105740 1332208202.817333 8542 1
1332208202.106187 1332208202.817359 8543 1
1332208202.106633 1332208202.817677 8544 1
1332208202.107079 1332208202.817712 8545 1
1332208202.107525 1332208202.817977 8546 1
1332208202.107971 1332208202.818063 8547 1
1332208202.108417 1332208202.818304 8548 1
1332208202.108863 1332208202.818438 8549 1
1332208202.109309 1332208202.819019 8550 1
1332208202.109755 1332208202.819118 8551 1
1332208202.110202 1332208202.819300 8552 1
1332208202.110648 1332208202.819453 8553 1
1332208202.111095 1332208202.820032 8554 1
1332208202.111541 1332208202.820221 8555 1
1332208202.111987 1332208202.820369 8556 1
1332208202.112434 1332208202.820916 8557 1
1332208202.112881 1332208202.821002 8558 1
1332208202.113327 1332208202.821666 8559 1
1332208202.113773 1332208202.822043 8560 1
1332208202.114219 1332208202.822571 8561 1
1332208202.114666 1332208202.822946 8562 1
1332208202.115112 1332208202.823413 8563 1
1332208202.115558 1332208202.823993 8564 1
1332208202.116005 1332208202.824179 8565 1
1332208202.116452 1332208202.826533 8566 1
1332208202.116898 1332208202.827589 8567 1
1332208202.117344 1332208202.827662 8568 1
1332208202.117790 1332208202.828310 8569 1
1332208202.118236 1332208202.828480 8570 1
1332208202.118682 1332208202.828988 8571 1
1332208202.119129 1332208202.829127 8572 1
1332208202.119575 1332208202.829625 8573 1
1332208202.120021 1332208202.830197 8574 1
1332208202.120467 1332208202.830742 8575 1
1332208202.120913 1332208202.830863 8576 1
1332208202.121360 1332208202.831342 8577 1
1332208202.121807 1332208202.831838 8578 1
1332208202.122253 1332208202.832261 8579 1
1332208202.122699 1332208202.832446 8580 1
1332208202.123145 1332208202.833000 8581 1
1332208202.123592 1332208202.833450 8582 1
1332208202.124039 1332208202.833975 8583 1
1332208202.124485 1332208202.834472 8584 1
1332208202.124931 1332208202.834690 8585 1
1332208202.125377 1332208202.838372 8586 1
1332208202.125823 1332208202.838472 8587 1
1332208202.126269 1332208202.839900 8588 1
1332208202.126715 1332208202.840060 8589 1
1332208202.127161 1332208202.840243 8590 1
1332208202.127608 1332208202.840301 8591 1
1332208202.128145 1332208202.840602 8592 1
1332208202.128591 1332208202.840648 8593 1
1332208202.129038 1332208202.840897 8594 1
1332208202.129484 1332208202.841063 8595 1
1332208202.129930 1332208202.841568 8596 1
1332208202.130376 1332208202.841691 8597 1
